County,District,School_Name,Program,Application_Number,Applicant,Preliminary_Grant_Application,Full_Grant_Application,Site_and_Design_Application,Site_Only_Application,Design_Only_Application,Environmental_Hardship_Application,Reduced_to_Costs_Incurred,Number_of_Elementary_School_Pupil_Grants_Requested,Number_of_Middle_School_Pupil_Grants_Requested,Number_of_High_School_Pupil_Grants_Requested,Number_of_Non_Severe_School_Pupil_Grants_Requested,Number_of_Severe_School_Pupil_Grants_Requested,Grade_Level_of_Project,State_Share_of_Funding,Site_Acquisition,Financial_Hardship,CSFA_Lease_Amount,CTEFP_Loan_Amount,Type_of_Joint_Use_Facility,Type_of_Joint_Use_Partner,Industry_Sector,Portables_Replaced,Last_SAB_Date,Status
Sacramento,San Juan Unified,Sylvan Middle (aka Citrus Heights Elementary),Modernization,57/67447-00-061,,,615909.00,,,,,,,94,,2,2,MI,615909.00,,,,,,,,,10/28/2020,100% Completed
Sacramento,San Juan Unified,Bella Vista High,Modernization,57/67447-00-062,,,734218.00,,,,,,,,69,,,HI,734218.00,,,,,,,,,10/28/2020,100% Completed
Sacramento,San Juan Unified,Fair Oaks Elementary,Modernization,57/67447-00-063,,,1975029.00,,,,,,,,288,,,HI,1975029.00,,,,,,,,,1/26/2022,100% Completed
Sacramento,San Juan Unified,Dyer-kelly Elementary,Modernization,57/67447-00-064,,,1190129.00,,,,,,122,,,6,,EL,1190129.00,,,,,,,,,10/26/2022,100% Completed
Sacramento,San Juan Unified,Greer Elementary,Modernization,57/67447-00-065,,,925093.00,,,,,,121,,,1,,EL,925093.00,,,,,,,,,10/26/2022,100% Completed
Sacramento,San Juan Unified,Ottomon Way Elementary,Modernization,57/67447-00-066,,,2289286.00,,,,,,317,,,18,10,EL,2289286.00,,,,,,,,,10/26/2022,100% Completed
Sacramento,San Juan Unified,Carriage Drive Elementary,Modernization,57/67447-00-067,,,3715273.00,,,,,,628,,,,,EL,3715273.00,,,,,,,,,10/26/2022,100% Completed
Sacramento,San Juan Unified,Twin Lakes Elementary,Modernization,57/67447-00-068,,,2778665.00,,,,,,476,,,1,2,EL,2778665.00,,,,,,,,,10/26/2022,100% Completed
Sacramento,San Juan Unified,Del Paso Manor Elementary,Modernization,57/67447-00-069,,,3781931.00,,,,,,582,,,18,6,EL,3781931.00,,,,,,,,,10/26/2022,Funds Released
San Benito,Hollister Elementary,Cerra Vista,Modernization,57/67470-00-001,,,1098116.00,,,,,,218,,,,,EL,1098116.00,,,,,,,,,10/28/2020,100% Completed
San Benito,Hollister Elementary,Calaveras School,Modernization,57/67470-00-002,,,1093079.00,,,,,,217,,,,,EL,1093079.00,,,,,,,,,10/28/2020,100% Completed
San Benito,Hollister Elementary,Rancho San Justo Middle,Modernization,57/67470-00-003,,,1711661.00,,,,,,,238,,26,9,MI,1711661.00,,,,,,,,,1/26/2022,75% Completed
San Benito,Hollister Elementary,Gabilan Hills,Modernization,57/67470-00-004,,,551258.00,,,,,,104,,,,,EL,551258.00,,,,,,,,,1/26/2022,75% Completed
San Benito,Hollister Elementary,R. O. Hardin Elementary,Modernization,57/67470-00-005,,,4189160.00,,,,,,721,,,,,EL,4189160.00,,,,,,,,,1/26/2022,75% Completed
San Benito,North County Joint Union Elementary,Spring Grove Primary,Modernization,57/67504-00-001,,,2305946.00,,,,,,300,243,,,,MI,1671319.00,,634627.00,,,,,,,3/30/2005,Closed
San Benito,San Benito High,Hollister High (aka San Benito High),Modernization,57/67538-00-001,,,843545.00,,,,,,,,158,,,HI,843545.00,,,,,,,,,4/23/2008,Closed
San Benito,San Benito High,Hollister High (aka San Benito High),Modernization,57/67538-00-002,,,1031453.00,,,,,,,,141,,,HI,1031453.00,,,,,,,,,10/28/2020,90% Completed
San Benito,San Benito High,Hollister High (aka San Benito High),Modernization,57/67538-00-003,,,3778111.00,,,,,,,,535,,,HI,3778111.00,,,,,,,,,10/28/2020,90% Completed
San Benito,San Benito High,Hollister High (aka San Benito High),Modernization,57/67538-00-004,,,798469.32,,,,,,,,109,,,HI,798469.32,,,,,,,,,10/28/2020,90% Completed
San Benito,San Benito High,Hollister High (aka San Benito High),Modernization,57/67538-00-006,,,11456345.00,,,,,,,,1433,59,34,HI,11456345.00,,,,,,,,,4/28/2021,99% Completed
San Benito,Tres Pinos Union Elementary,Tres Pinos Elementary,Modernization,57/67561-00-001,,,479443.00,,,,,,100,27,,,,EL,479443.00,,,,,,,,,5/28/2008,Closed
San Bernardino,Adelanto Elementary,Theodore Vick Elementary,Modernization,57/67587-00-001,,,1579210.00,,,172489.00,,,325,,,13,18,EL,3338234.00,,165164.00,,,,,,,12/10/2008,Closed
San Bernardino,Adelanto Elementary,H. George Performing Arts Magnet,Modernization,57/67587-00-002,,,2120446.00,,,197186.00,,,399,,,,,EL,3285442.00,,1349822.00,,,,,,,12/10/2008,Closed
San Bernardino,Adelanto Elementary,Sheppard (harry R.) Middle,Modernization,57/67587-00-003,,,3436230.00,,,290677.00,,,,556,,,,MI,4472288.00,,2981526.00,,,,,,,12/10/2008,Closed
San Bernardino,Alta Loma Elementary,Alta Loma Elementary,Modernization,57/67595-00-001,,,1214124.00,,,,,,477,,,,,EL,1214124.00,,,,,,,,,12/18/2002,Closed
San Bernardino,Alta Loma Elementary,Carnelian Elementary,Modernization,57/67595-00-002,,,1122490.00,,,,,,441,,,,,EL,1122490.00,,,,,,,,,12/18/2002,Closed
San Bernardino,Alta Loma Elementary,Alta Loma Junior High,Modernization,57/67595-00-003,,,1192846.00,,,,,,,443,,,,MI,1192846.00,,,,,,,,,12/18/2002,Closed
San Bernardino,Alta Loma Elementary,Alta Loma Elementary,Modernization,57/67595-00-004,,,157369.00,,,,,,23,,,13,,EL,157369.00,,,,,,,,,2/26/2003,Closed
San Bernardino,Alta Loma Elementary,Alta Loma Junior High,Modernization,57/67595-00-005,,,292784.00,,,,,,,43,,26,,MI,292784.00,,,,,,,,,2/26/2003,Closed
San Bernardino,Alta Loma Elementary,Carnelian Elementary,Modernization,57/67595-00-006,,,469519.00,,,,,,159,,,7,,EL,469519.00,,,,,,,,,2/26/2003,Closed
San Bernardino,Alta Loma Elementary,Hermosa Elementary,Modernization,57/67595-00-007,,,3401723.00,,,,,,575,,,,,EL,3401723.00,,,,,,,,,4/27/2022,Funds Released
San Bernardino,Alta Loma Elementary,Deer Canyon,Modernization,57/67595-00-008,,,3638365.00,,,,,,615,,,,,EL,3638365.00,,,,,,,,,4/27/2022,100% Completed
San Bernardino,Alta Loma Elementary,Vineyard Jr. High,Modernization,57/67595-00-009,,,5004555.00,,,,,,,751,,25,,MI,5004555.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Alta Loma Elementary,Victoria Grove Elementary--do Not Use,Modernization,57/67595-00-010,,,3434757.00,,,,,,519,,,29,,EL,3434757.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Alta Loma Elementary,Stork (floyd M.) Elementary,Modernization,57/67595-00-011,,,3845426.00,,,,,,650,,,,,EL,3845426.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Alta Loma Elementary,Jasper Elementary,Modernization,57/67595-00-012,,,3528086.00,,,,,,573,,,11,,EL,3528086.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Alta Loma Elementary,Alta Loma Junior High,Modernization,57/67595-00-013,,,2963303.00,,,,,,,389,,3,,MI,2963303.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Barstow Unified,Cameron Elementary,Modernization,57/67611-00-001,,,1219547.00,,,,,,559,,,,,EL,2439094.00,,,,,,,,,4/28/1999,Closed
San Bernardino,Barstow Unified,Skyline Elementary,Modernization,57/67611-00-002,,,2502180.00,,,,,,321,,,,,EL,2502180.00,,,,,,,,,1/26/2022,Funds Released
San Bernardino,Barstow Unified,Barstow Junior High,Modernization,57/67611-00-004,,,6658850.00,,,,,,,658,,35,,MI,6658850.00,,,,,,,,,4/27/2022,Funds Released
San Bernardino,Barstow Unified,Montara Elementary,Modernization,57/67611-00-005,,,640320.00,,,,,,100,,,,,EL,640320.00,,,,,,,,,4/26/2023,Funds Released
San Bernardino,Bear Valley Unified,North Shore Elementary Yr,Modernization,57/67637-00-001,,,1719231.00,,,,,,604,,,10,,EL,3438462.00,,,,,,,,,2/23/2005,Closed
San Bernardino,Bear Valley Unified,Big Bear Middle,Modernization,57/67637-00-002,,,2485548.00,,,,,,,470,,13,,MI,2485548.00,,,,,,,,,4/23/2008,Closed
San Bernardino,Central Elementary,Central Elementary,Modernization,57/67645-00-001,,,357699.00,,,,,,167,,,,,EL,715398.00,,,,,,,,,7/5/2000,Closed
San Bernardino,Central Elementary,Bear Gulch,Modernization,57/67645-00-002,,,1567951.00,,,,,,400,,,12,,EL,1567951.00,,,,,,,,,12/14/2011,Closed
San Bernardino,Central Elementary,Dona Merced Elementary,Modernization,57/67645-00-003,,,1820855.00,,,,,,475,,,9,,EL,1820855.00,,,,,,,,,6/27/2012,Closed
San Bernardino,Central Elementary,Cucamonga Intermediate,Modernization,57/67645-00-004,,,1846295.00,,,,,,,343,,16,,MI,1846295.00,,,,,,,,,4/7/2014,Closed
San Bernardino,Central Elementary,Valle Vista Elementary,Modernization,57/67645-00-005,,,2469539.00,,,,,,475,,,12,,EL,2469539.00,,,,,,,,,5/27/2020,100% Completed
San Bernardino,Central Elementary,Dona Merced Elementary,Modernization,57/67645-00-006,,,784031.00,,,,,,150,,,,,EL,784031.00,,,,,,,,,10/28/2020,100% Completed
San Bernardino,Central Elementary,Bear Gulch,Modernization,57/67645-00-007,,,914702.00,,,,,,175,,,,,EL,914702.00,,,,,,,,,10/28/2020,100% Completed
San Bernardino,Central Elementary,Central Elementary,Modernization,57/67645-00-008,,,771076.00,,,,,,152,,,,,EL,771076.00,,,,,,,,,10/28/2020,100% Completed
San Bernardino,Chaffey Joint Union High,Ontario High,Modernization,57/67652-00-001,,,8820769.00,,,,,,,,2573,,,HI,17641538.00,,,,,,,,,3/24/1999,Closed
San Bernardino,Chaffey Joint Union High,Valley View High,Modernization,57/67652-00-002,,,1611475.00,,,,,,,,450,,,HI,3222950.00,,,,,,,,,8/27/2003,Closed
San Bernardino,Chaffey Joint Union High,Montclair High,Modernization,57/67652-00-003,,,5849218.00,,,,,,,,1374,88,9,HI,11698436.00,,,,,,,,,8/27/2003,Closed
San Bernardino,Chaffey Joint Union High,Rancho Cucamonga High,Modernization,57/67652-00-004,,,3504384.00,,,,,,,,418,9,,HI,3504384.00,,,,,,,,,10/28/2020,100% Completed
San Bernardino,Chaffey Joint Union High,Etiwanda High,Modernization,57/67652-00-005,,,18082249.00,,,,,,,,2579,23,,HI,18082249.00,,,,,,,,,10/28/2020,100% Completed
San Bernardino,Chaffey Joint Union High,Chaffey High,Modernization,57/67652-00-006,,,23753843.00,,,,,,,,2520,36,,HI,23753843.00,,,,,,,,,4/28/2021,100% Completed
San Bernardino,Chaffey Joint Union High,Rancho Cucamonga High,Modernization,57/67652-00-007,,,2829092.00,,,,,,,,301,,,HI,2829092.00,,,,,,,,,10/26/2022,100% Completed
San Bernardino,Chino Valley Unified,Don Antonio Lugo High,Modernization,57/67678-00-001,,,3839930.00,,,725749.00,,,,,1026,13,18,HI,17607876.00,,654840.00,,,,,,,8/27/2003,Closed
San Bernardino,Chino Valley Unified,Walnut Avenue Elementary,Modernization,57/67678-00-002,,,2353811.00,,,388661.00,,,811,,,1,11,EL,18830488.00,,3109288.00,,,,,,,3/23/2011,Closed
San Bernardino,Chino Valley Unified,Glenmeade Elementary Yr,Modernization,57/67678-00-003,,,1818448.00,,,305816.00,,,646,,,,,EL,8497055.00,,1703504.95,,,,,,,2/22/2006,Closed
San Bernardino,Chino Valley Unified,Magnolia Junior High Yr,Modernization,57/67678-00-004,,,2375608.00,,,432691.00,,,,864,,,,MI,8986556.00,,2246640.00,,,,,,,8/23/2000,Closed
San Bernardino,Chino Valley Unified,Dickson Elementary,Modernization,57/67678-00-005,,,2276422.00,,,,,,775,,,13,,EL,2276422.00,,,,,,,,,2/23/2005,Closed
San Bernardino,Chino Valley Unified,Cortez Elementary,Modernization,57/67678-00-006,,,3317566.00,,,,,,966,,,20,,EL,3317566.00,,,,,,,,,2/23/2005,Closed
San Bernardino,Chino Valley Unified,Buena Vista Continuation High,Modernization,57/67678-00-007,,,1218703.00,,,,,,,,310,,,HI,1218703.00,,,,,,,,,2/23/2005,Closed
San Bernardino,Chino Valley Unified,Don Antonio Lugo High,Modernization,57/67678-00-008,,,762146.00,,,,,,,,162,,,HI,762146.00,,,,,,,,,4/26/2006,Closed
San Bernardino,Chino Valley Unified,Walnut Avenue Elementary,Modernization,57/67678-00-009,,,428349.00,,,,,,116,,,,1,EL,428349.00,,,,,,,,,1/24/2007,Closed
San Bernardino,Chino Valley Unified,Don Antonio Lugo High,Modernization,57/67678-00-010,,,3787108.00,,,,,,,,756,26,,HI,3787108.00,,,,,,,,,1/24/2007,Closed
San Bernardino,Chino Valley Unified,Borba (anna A.) Fundamental Elementary,Modernization,57/67678-00-011,,,1521598.00,,,,,,319,,,,,EL,1521598.00,,,,,,,,,7/25/2007,Closed
San Bernardino,Chino Valley Unified,El Rancho Elementary Yr,Modernization,57/67678-00-012,,,1068216.00,,,,,,234,,,3,,EL,1068216.00,,,,,,,,,7/25/2007,Closed
San Bernardino,Chino Valley Unified,Gird (richard) Elementary,Modernization,57/67678-00-013,,,1352097.00,,,,,,350,,,,,EL,1352097.00,,,,,,,,,7/25/2007,Closed
San Bernardino,Chino Valley Unified,Los Serranos Elementary Yr,Modernization,57/67678-00-014,,,1030482.00,,,,,,289,,,4,,EL,1030482.00,,,,,,,,,7/25/2007,Closed
San Bernardino,Chino Valley Unified,Marshall (e. J.) Elementary,Modernization,57/67678-00-015,,,964909.00,,,,,,250,,,,9,EL,964909.00,,,,,,,,,7/25/2007,Closed
San Bernardino,Chino Valley Unified,Newman Elementary Yr,Modernization,57/67678-00-016,,,952562.00,,,,,,275,,,,,EL,952562.00,,,,,,,,,7/25/2007,Closed
San Bernardino,Chino Valley Unified,Ramona Junior High Yr,Modernization,57/67678-00-017,,,1181913.00,,,,,,,297,,13,,MI,1181913.00,,,,,,,,,7/25/2007,Closed
San Bernardino,Chino Valley Unified,Ramona Junior High Yr,Modernization,57/67678-00-018,,,811934.00,,,,,,,189,,13,,MI,811934.00,,,,,,,,,1/30/2008,Closed
San Bernardino,Chino Valley Unified,Dickey (levi H.) Elementary,Modernization,57/67678-00-019,,,1561829.00,,,,,,437,,,,,EL,1561829.00,,,,,,,,,9/24/2008,Closed
San Bernardino,Chino Valley Unified,Chino High,Modernization,57/67678-00-020,,,3777978.00,,,,,,,,705,27,,HI,11333934.00,,,,,,,,,12/14/2011,Closed
San Bernardino,Chino Valley Unified,Cattle (howard) Elementary,Modernization,57/67678-00-021,,,932573.00,,,,,,175,,,,,EL,1865146.00,,,,,,,,,6/27/2012,Closed
San Bernardino,Chino Valley Unified,Briggs (lyle S.) Fundamental,Modernization,57/67678-00-022,,,4013745.00,,,,,,559,299,,,,EL,8027490.00,,,,,,,,,6/27/2012,Closed
San Bernardino,Chino Valley Unified,Magnolia Junior High Yr,Modernization,57/67678-00-023,,,755543.00,,,,,,,171,,7,,MI,755543.00,,,,,,,,,12/12/2012,Closed
San Bernardino,Chino Valley Unified,Oak Ridge Elementary,Modernization,57/67678-00-024,,,4081866.00,,,,,,639,,,24,,EL,4081866.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Chino Valley Unified,Litel (gerald F.) Elementary,Modernization,57/67678-00-025,,,3502094.00,,,,,,541,,,24,,EL,3502094.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Chino Valley Unified,Cattle (howard) Elementary,Modernization,57/67678-00-026,,,4252700.00,,,,,,670,,,23,,EL,4252700.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Chino Valley Unified,Ayala High School (do not use),Modernization,57/67678-00-027,,,3070229.00,,,,,,,,378,,,HI,3070229.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Chino Valley Unified,Rolling Ridge Elementary,Modernization,57/67678-00-028,,,3467463.00,,,,,,567,,,9,,EL,3467463.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Chino Valley Unified,Country Springs Elementary,Modernization,57/67678-00-029,,,3910465.00,,,,,,589,,,7,18,EL,3910465.00,,,,,,,,,10/26/2022,Funds Released
San Bernardino,Chino Valley Unified,Ayala High School (do not use),Modernization,57/67678-00-030,,,11078911.00,,,,,,,,1085,,,HI,11078911.00,,,,,,,,,9/27/2023,Apportioned
San Bernardino,Colton Joint Unified,Terrace Hills Junior High,Modernization,57/67686-00-001,,,1820074.00,,,,,,,725,,,,MI,1820074.00,,,,,,,,,7/5/2000,Closed
San Bernardino,Colton Joint Unified,Birney (alice),Modernization,57/67686-00-002,,,1601832.30,,,,,,636,,,,,EL,3203664.60,,,,,,,,,7/5/2000,Closed
San Bernardino,Colton Joint Unified,Grimes (ruth) Elementary,Modernization,57/67686-00-003,,,1062928.60,,,,,,463,,,,,EL,1062928.60,,,,,,,,,7/5/2000,Closed
San Bernardino,Colton Joint Unified,Wilson (woodrow) Elementary,Modernization,57/67686-00-004,,,1121081.80,,,,,,447,,,,,EL,2242163.60,,,,,,,,,7/5/2000,Closed
San Bernardino,Colton Joint Unified,Mckinley (william) Elementary,Modernization,57/67686-00-005,,,1277673.40,,,,,,554,,,,,EL,1277673.40,,,,,,,,,7/5/2000,Closed
San Bernardino,Colton Joint Unified,Grand Terrace Elementary,Modernization,57/67686-00-006,,,1139270.50,,,,,,490,,,,,EL,1139270.50,,,,,,,,,7/5/2000,Closed
San Bernardino,Colton Joint Unified,Colton High,Modernization,57/67686-00-007,,,8245299.00,,,,,,,,1923,,,HI,8245299.00,,,,,,,,,8/24/2005,Closed
San Bernardino,Colton Joint Unified,Bloomington High,Modernization,57/67686-00-008,,,8069686.00,,,,,,,,1882,,,HI,8069686.00,,,,,,,,,8/24/2005,Closed
San Bernardino,Colton Joint Unified,Rogers (paul) Elementary,Modernization,57/67686-00-009,,,2071375.00,,,,,,598,,,,,EL,2071375.00,,,,,,,,,1/24/2007,Closed
San Bernardino,Colton Joint Unified,Smith (gerald A.) Elementary,Modernization,57/67686-00-010,,,1212344.00,,,,,,350,,,,,EL,1212344.00,,,,,,,,,1/24/2007,Closed
San Bernardino,Colton Joint Unified,Lincoln (abraham) Elementary,Modernization,57/67686-00-011,,,3509692.00,,,,,,550,,,,,EL,3509692.00,,,,,,,,,10/24/2018,Closed
San Bernardino,Colton Joint Unified,Lewis (mary B.) Elementary,Modernization,57/67686-00-012,,,3625035.00,,,,,,575,,,,9,EL,3625035.00,,,,,,,,,10/24/2018,Closed
San Bernardino,Colton Joint Unified,Grant (ulysses) Elementary,Modernization,57/67686-00-013,,,3550382.00,,,,,,550,,,,,EL,3550382.00,,,,,,,,,10/24/2018,Closed
San Bernardino,Colton Joint Unified,Crestmore Elementary,Modernization,57/67686-00-014,,,3689156.00,,,,,,600,,,,,EL,3689156.00,,,,,,,,,10/24/2018,Closed
San Bernardino,Colton Joint Unified,Jurupa Vista Elementary,Modernization,57/67686-00-015,,,1235300.00,,,,,,236,,,13,,EL,1235300.00,,,,,,,,,10/24/2018,Closed
San Bernardino,Colton Joint Unified,Cooley Ranch Elementary,Modernization,57/67686-00-016,,,972513.00,,,,,,200,,,,,EL,972513.00,,,,,,,,,10/24/2018,Closed
San Bernardino,Colton Joint Unified,Reche Canyon Elementary,Modernization,57/67686-00-017,,,860673.00,,,,,,177,,,,,EL,860673.00,,,,,,,,,10/24/2018,Closed
San Bernardino,Colton Joint Unified,Zimmerman (walter) Elementary,Modernization,57/67686-00-018,,,3864418.00,,,,,,645,,,,,EL,3864418.00,,,,,,,,,9/25/2019,Closed
San Bernardino,Colton Joint Unified,Terrace View Elementary,Modernization,57/67686-00-020,,,2668530.00,,,,,,540,,,,,EL,2668530.00,,,,,,,,,9/25/2019,Closed
San Bernardino,Colton Joint Unified,Ruth O Harris Jhs,Modernization,57/67686-00-021,,,1690689.00,,,,,,,324,,,,MI,1690689.00,,,,,,,,,9/25/2019,Closed
San Bernardino,Colton Joint Unified,Washington Alternative High,Modernization,57/67686-00-022,,,684268.00,,,,,,,,101,,,HI,684268.00,,,,,,,,,5/27/2020,100% Completed
San Bernardino,Colton Joint Unified,Colton High,Modernization,57/67686-00-023,,,2255041.00,,,,,,,,150,33,20,HI,2255041.00,,,,,,,,,5/27/2020,100% Completed
San Bernardino,Colton Joint Unified,Bloomington High,Modernization,57/67686-00-024,,,2473962.00,,,,,,,,139,60,17,HI,2473962.00,,,,,,,,,10/28/2020,100% Completed
San Bernardino,Colton Joint Unified,D'arcy (michael) Elementary,Modernization,57/67686-00-025,,,663564.00,,,,,,125,,,,,EL,663564.00,,,,,,,,,4/27/2022,100% Completed
San Bernardino,Colton Joint Unified,Colton Middle,Modernization,57/67686-00-026,,,2767610.00,,,,,,,421,,11,,MI,2767610.00,,,,,,,,,4/27/2022,100% Completed
San Bernardino,Cucamonga Elementary,Cucamonga Elementary,Modernization,57/67694-00-001,,,1191721.00,,,,,,501,,,,,EL,1191721.00,,,,,,,,,7/5/2000,Closed
San Bernardino,Cucamonga Elementary,Cucamonga Elementary,Modernization,57/67694-00-002,,,570346.00,,,,,,174,,,,,EL,570346.00,,,,,,,,,12/15/2005,Closed
San Bernardino,Cucamonga Elementary,Rancho Cucamonga Middle,Modernization,57/67694-00-003,,,1247357.00,,,,,,,243,,25,,MI,1247357.00,,,,,,,,,4/28/2010,Closed
San Bernardino,Cucamonga Elementary,The Ontario Center,Modernization,57/67694-00-004,,,3018127.00,,,,,,575,,,11,,EL,3018127.00,,,,,,,,,10/28/2020,100% Completed
San Bernardino,Etiwanda Elementary,Summit Intermediate,Modernization,57/67702-00-001,,,1222451.00,,,,,,,382,,4,,MI,2444902.00,,,,,,,,,8/27/2003,Closed
San Bernardino,Etiwanda Elementary,Caryn Elementary,Modernization,57/67702-00-002,,,2934356.00,,,,,,496,,,,,EL,2934356.00,,,,,,,,,11/28/2022,Funds Released
San Bernardino,Etiwanda Elementary,Windrows Elementary,Modernization,57/67702-00-003,,,1944682.00,,,,,,216,,,13,18,EL,1944682.00,,,,,,,,,6/28/2023,Funds Released
San Bernardino,Fontana Unified,Redwood Elementary,Modernization,57/67710-00-001,,,1808618.00,,,,,,626,,,,,EL,5698844.00,,1426164.84,,,,,,,9/22/2004,Closed
San Bernardino,Fontana Unified,Fontana Junior High,Modernization,57/67710-00-002,,,2597428.00,,,,,,,952,,,,MI,6074169.00,,1712575.89,,,,,,,6/22/2005,Closed
San Bernardino,Fontana Unified,Fontana High,Modernization,57/67710-00-003,,,13516094.00,,,,,,,,3300,,,HI,42836508.00,,11197109.04,,,,,,,6/22/2005,Closed
San Bernardino,Fontana Unified,North Tamarind Elementary,Modernization,57/67710-00-004,,,1180359.00,,,,,,450,,,,,EL,2765772.00,,694783.08,,,,,,,9/22/2004,Closed
San Bernardino,Fontana Unified,South Tamarind Elementary,Modernization,57/67710-00-005,,,1414727.00,,,,,,501,,,,,EL,4431728.00,,1076691.08,,,,,,,9/22/2004,Closed
San Bernardino,Fontana Unified,Randall Pepper Elementary,Modernization,57/67710-00-006,,,1878555.00,,,,,,650,,,,,EL,5920840.00,,1359192.08,,,,,,,4/28/2004,Closed
San Bernardino,Fontana Unified,Sequoia Junior High,Modernization,57/67710-00-007,,,3376043.00,,,,,,,1210,,,,MI,7945518.00,,2180803.47,,,,,,,6/22/2005,Closed
San Bernardino,Fontana Unified,Poplar Elementary,Modernization,57/67710-00-008,,,1486400.00,,,,,,588,,,,,EL,3443055.00,,907877.88,,,,,,,9/22/2004,Closed
San Bernardino,Fontana Unified,Juniper Elementary,Modernization,57/67710-00-009,,,1540514.00,,,,,,550,,,,,EL,4812404.00,,1002684.24,,,,,,,9/22/2004,Closed
San Bernardino,Fontana Unified,Jurupa Hills Elementary,Modernization,57/67710-00-010,,,1207130.00,,,,,,450,,,,,EL,2840655.00,,564582.33,,,,,,,4/28/2004,Closed
San Bernardino,Fontana Unified,Palmetto Elementary,Modernization,57/67710-00-011,,,2181364.00,,,,,,752,,,,,EL,6884820.00,,1393310.16,,,,,,,6/23/2004,Closed
San Bernardino,Fontana Unified,Alder Junior High,Modernization,57/67710-00-012,,,3408677.00,,,,,,,1198,,,,MI,8033724.00,,2190066.12,,,,,,,6/22/2005,Closed
San Bernardino,Fontana Unified,Live Oak Elementary,Modernization,57/67710-00-013,,,801956.00,,,,,,267,,,,,EL,2519056.00,,545155.32,,,,,,,10/27/2004,Closed
San Bernardino,Fontana Unified,Maple Elementary,Modernization,57/67710-00-014,,,698793.00,,,,,,245,,,,,EL,2193440.00,,328687.40,,,,,,,10/27/2004,Closed
San Bernardino,Fontana Unified,West Randall Elementary,Modernization,57/67710-00-015,,,1125994.00,,,,,,395,,,,,EL,3536092.00,,875271.44,,,,,,,6/23/2004,Closed
